season,game_date,game_type,team_1,team_1_score,team_1_advantage,team_2,team_2_score,team_2_advantage,overtime,location
2022,2022-03-04,R,Ball State,64,-1,Western Michigan,63,1,null,null
2022,2022-03-04,R,St. Bonaventure,72,1,Richmond,65,-1,null,null
2022,2022-03-04,R,Utah State,75,-1,San Jose State,52,1,null,null
2022,2022-03-04,P,Loyola Chicago,66,0,Bradley,50,0,null,"St. Louis, MO"
2022,2022-03-04,P,Drake,65,0,Southern Illinois,52,0,null,"St. Louis, MO"
2022,2022-03-04,P,The Citadel,84,0,East Tennessee State,76,0,1,"Asheville, NC"
2022,2022-03-04,P,Mercer,81,0,Western Carolina,53,0,null,"Asheville, NC"
2022,2022-03-04,P,Longwood,79,0,North Carolina A&T,65,0,1,"Charlotte, NC"
2022,2022-03-04,P,South Carolina Upstate,72,0,Charleston Southern,62,0,null,"Charlotte, NC"
2022,2022-03-04,P,Winthrop,68,0,High Point,51,0,null,"Charlotte, NC"
2022,2022-03-04,P,Gardner-Webb,54,0,Campbell,53,0,null,"Charlotte, NC"
2022,2022-03-04,P,Northern Iowa,78,0,Illinois State,65,0,null,"St. Louis, MO"
2022,2022-03-04,P,Murray State,88,0,Southeast Missouri State,74,0,null,"Evansville, IN"
2022,2022-03-04,P,Missouri State,67,0,Valparaiso,58,0,null,"St. Louis, MO"
2022,2022-03-04,P,BYU,85,0,Loyola Marymount,60,0,null,"Paradise, NV"
2022,2022-03-04,P,Morehead State,53,0,Belmont,51,0,null,"Evansville, IN"
2022,2022-03-04,P,Portland,73,0,San Diego,55,0,null,"Paradise, NV"
2022,2022-03-05,R,Canisius,67,1,Siena,64,-1,null,null
2022,2022-03-05,R,Cornell,78,-1,Columbia,64,1,null,null
2022,2022-03-05,R,Kentucky,71,-1,Florida,63,1,null,null
2022,2022-03-05,R,Florida State,89,1,NC State,76,-1,null,null
2022,2022-03-05,R,Georgia Tech,82,1,Boston College,78,-1,1,null
2022,2022-03-05,R,Iona,79,1,Quinnipiac,61,-1,null,null
2022,2022-03-05,R,Virginia,71,-1,Louisville,61,1,null,null
2022,2022-03-05,R,Niagara,83,1,Marist,52,-1,null,null
2022,2022-03-05,R,Notre Dame,78,1,Pittsburgh,54,-1,null,null
2022,2022-03-05,R,Old Dominion,68,1,Middle Tennessee,64,-1,null,null
2022,2022-03-05,R,Princeton,93,-1,Pennsylvania,70,1,null,null
2022,2022-03-05,R,Purdue,69,1,Indiana,67,-1,null,null
2022,2022-03-05,R,Rider,74,1,Montana State,65,-1,null,null
2022,2022-03-05,R,Saint Peter's,57,1,Fairfield,41,-1,null,null
2022,2022-03-05,R,Miami,75,-1,Syracuse,72,1,null,null
2022,2022-03-05,R,Tennessee,78,1,Arkansas,74,-1,null,null
2022,2022-03-05,R,West Virginia,70,1,TCU,64,-1,null,null
2022,2022-03-05,R,Yale,74,1,Brown,65,-1,null,null
2022,2022-03-05,R,Auburn,82,1,South Carolina,71,-1,null,null
2022,2022-03-05,R,UAB,87,1,Louisiana Tech,74,-1,null,null
2022,2022-03-05,R,Abilene Christian,61,1,Tarleton State,56,-1,null,null
2022,2022-03-05,R,Baylor,75,1,Iowa State,68,-1,null,null
2022,2022-03-05,R,Houston Christian,149,1,McNeese St              1,44,-1,4,null
2022,2022-03-05,R,Kansas,70,1,Texas,63,-1,1,null
2022,2022-03-05,R,Oklahoma,78,-1,Kansas State,71,1,null,null
2022,2022-03-05,R,California Baptist,78,-1,Lamar,66,1,null,null
2022,2022-03-05,R,LSU,80,1,Alabama,77,-1,1,null
2022,2022-03-05,R,Vanderbilt,63,-1,Ole Miss,61,1,null,null
2022,2022-03-05,R,Missouri,79,1,Georgia,69,-1,null,null
2022,2022-03-05,R,Oklahoma State,52,1,Texas Tech,51,-1,null,null
2022,2022-03-05,R,Charlotte,70,-1,Southern Miss,67,1,null,null
2022,2022-03-05,R,UTSA,82,1,Rice,71,-1,null,null
2022,2022-03-05,R,Texas A&M,67,1,Mississippi State,64,-1,null,null
2022,2022-03-05,R,Western Kentucky,78,1,Marshall,69,-1,null,null
2022,2022-03-05,R,Colorado State,71,1,Boise State,68,-1,null,null
2022,2022-03-05,R,Sacramento State,72,-1,Montana,71,1,null,null
2022,2022-03-05,R,Montana St,87,1,Northern Colorado,85,-1,null,null
2022,2022-03-05,R,New Mexico,76,1,UNLV,67,-1,null,null
2022,2022-03-05,R,UTEP,70,1,North Texas,68,-1,null,null
2022,2022-03-05,R,Southern Utah,80,-1,Weber State,70,1,null,null
2022,2022-03-05,R,Wyoming,68,1,Fresno State,64,-1,1,null
2022,2022-03-05,R,Eastern Washington,83,1,Portland State,75,-1,null,null
2022,2022-03-05,R,Idaho,78,1,Northern Arizona,69,-1,null,null
2022,2022-03-05,R,Long Beach State,73,1,UC Riverside,72,-1,1,null
2022,2022-03-05,R,San Diego State,79,-1,Nevada,78,1,null,null
2022,2022-03-05,R,Clemson,63,1,Virginia Tech,59,-1,null,null
2022,2022-03-05,R,Dartmouth,76,-1,Harvard,54,1,null,null
2022,2022-03-05,R,Florida Atlantic,84,1,Florida International,76,-1,null,null
2022,2022-03-05,R,SE Louisiana,85,-1,Northwestern State,80,1,null,null
2022,2022-03-05,R,North Carolina,94,-1,Duke,81,1,null,null
2022,2022-03-05,R,Grand Canyon,70,1,Utah Tech,53,-1,null,null
2022,2022-03-05,R,Stephen F. Austin,93,-1,UT Rio Grande Valley,63,1,null,null
2022,2022-03-05,R,Cal Poly,80,1,UC San Diego,76,-1,null,null
2022,2022-03-05,R,Seattle U,74,1,Chicago State,66,-1,null,null
2022,2022-03-05,R,Alcorn State,100,1,Arkansas-Pine Bluff,77,-1,null,null
2022,2022-03-05,R,UConn,75,1,DePaul,68,-1,null,null
2022,2022-03-05,R,Dayton,82,1,Davidson,76,-1,null,null
2022,2022-03-05,R,La Salle,85,-1,Duquesne,76,1,null,null
2022,2022-03-05,R,Florida A&M,84,1,Bethune-Cookman,73,-1,null,null
2022,2022-03-05,R,Fordham,70,1,George Washington,66,-1,null,null
2022,2022-03-05,R,Massachusetts,83,-1,George Mason,80,1,1,null
2022,2022-03-05,R,Xavier,97,1,Georgetown,75,-1,null,null
2022,2022-03-05,R,Alabama State,78,1,Grambling,75,-1,null,null
2022,2022-03-05,R,Hawaii,84,-1,Cal State Northridge,62,1,null,null
2022,2022-03-05,R,TAM C. Christi,77,-1,Incarnate Word,68,1,null,null
2022,2022-03-05,R,Jackson State,76,1,Mississippi Valley State,69,-1,null,null
2022,2022-03-05,R,New Mexico State,62,1,Utah Valley,46,-1,null,null
2022,2022-03-05,R,Nicholls St,92,1,New Orleans,85,-1,null,null
2022,2022-03-05,R,St Joseph's PA,70,1,Rhode Island,60,-1,null,null
2022,2022-03-05,R,Marquette,85,1,St. John's,77,-1,null,null
2022,2022-03-05,R,Saint Louis,69,1,VCU,65,-1,null,null
2022,2022-03-05,R,Seton Hall,65,-1,Creighton,60,1,null,null
2022,2022-03-05,R,UC Irvine,66,-1,Cal State Bakersfield,61,1,null,null
2022,2022-03-05,R,Cal State Fullerton,62,1,UC Davis,59,-1,null,null
2022,2022-03-05,R,Villanova,78,-1,Butler,59,1,null,null
2022,2022-03-05,R,Arizona,89,1,California,61,-1,null,null
2022,2022-03-05,R,Colorado,84,-1,Utah,71,1,null,null
2022,2022-03-05,R,Wichita State,70,1,East Carolina,62,-1,null,null
2022,2022-03-05,R,Arizona State,65,1,Stanford,56,-1,null,null
2022,2022-03-05,R,Washington State,94,1,Oregon,74,-1,null,null
2022,2022-03-05,R,Washington,78,1,Oregon State,67,-1,null,null
2022,2022-03-05,R,UCLA,75,1,USC,68,-1,null,null
2022,2022-03-05,R,Southern,50,-1,Alabama A&M,49,1,null,null
2022,2022-03-05,R,Texas Southern,78,1,Prairie View A&M,77,-1,null,null
2022,2022-03-05,P,South Dakota State,87,1,Omaha,79,-1,null,"Sioux Falls, SD"
2022,2022-03-05,P,North Dakota State,82,0,Denver,62,0,null,"Sioux Falls, SD"
2022,2022-03-05,P,Wofford,68,0,VMI,66,0,null,"Asheville, NC"
2022,2022-03-05,P,Samford,66,0,UNC Greensboro,64,0,null,"Asheville, NC"
2022,2022-03-05,P,Northeastern,68,0,William & Mary,63,0,1,"Washington, DC"
2022,2022-03-05,P,Bryant,70,1,Mount St. Mary's,69,-1,null,null
2022,2022-03-05,P,Wagner,82,1,Long Island University,62,-1,null,null
2022,2022-03-05,P,Louisiana,79,0,Texas State,72,0,null,"Pensacola, FL"
2022,2022-03-05,P,Troy,69,0,Little Rock,62,0,null,"Pensacola, FL"
2022,2022-03-05,P,Georgia State,65,0,Arkansas State,62,0,null,"Pensacola, FL"
2022,2022-03-05,P,Bellarmine,53,-1,Liberty,50,1,null,null
2022,2022-03-05,P,Jacksonville,54,-1,Jacksonville State,51,1,null,null
2022,2022-03-05,P,App State,73,0,Georgia Southern,60,0,null,"Pensacola, FL"
2022,2022-03-05,P,Chattanooga,71,0,The Citadel,66,0,null,"Asheville, NC"
2022,2022-03-05,P,Longwood,79,0,South Carolina Upstate,70,0,null,"Charlotte, NC"
2022,2022-03-05,P,Winthrop,76,0,Gardner-Webb,67,0,null,"Charlotte, NC"
2022,2022-03-05,P,Loyola Chicago,66,0,Northern Iowa,43,0,null,"St. Louis, MO"
2022,2022-03-05,P,Furman,80,0,Mercer,66,0,null,"Asheville, NC"
2022,2022-03-05,P,Drake,79,0,Missouri State,78,0,1,"St. Louis, MO"
2022,2022-03-05,P,Murray State,71,0,Morehead State,67,0,null,"Evansville, IN"
2022,2022-03-05,P,San Francisco,75,0,BYU,63,0,null,"Paradise, NV"
2022,2022-03-05,P,Santa Clara,91,0,Portland,67,0,null,"Paradise, NV"
2022,2022-03-06,R,Michigan State,77,1,Maryland,67,-1,null,null
2022,2022-03-06,R,Michigan,75,-1,Ohio State,69,1,null,null
2022,2022-03-06,R,Rutgers,59,1,Penn State,58,-1,null,null
2022,2022-03-06,R,Illinois,74,1,Iowa,72,-1,null,null
2022,2022-03-06,R,Northwestern,75,1,Minnesota,62,-1,null,null
2022,2022-03-06,R,Nebraska,74,-1,Wisconsin,73,1,null,null
2022,2022-03-06,R,Tulsa,73,1,UCF,72,-1,null,null
2022,2022-03-06,R,Memphis,75,1,Houston,61,-1,null,null
2022,2022-03-06,R,Temple,75,1,South Florida,47,-1,null,null
2022,2022-03-06,R,SMU,74,1,Tulane,68,-1,null,null
2022,2022-03-06,P,South Dakota,74,0,Kansas City,61,0,null,"Sioux Falls, SD"
2022,2022-03-06,P,Oral Roberts,80,0,Western Illinois,68,0,null,"Sioux Falls, SD"
2022,2022-03-06,P,Delaware,66,0,Drexel,56,0,null,"Washington, DC"
2022,2022-03-06,P,UNC Wilmington,75,0,Elon,58,0,null,"Washington, DC"
2022,2022-03-06,P,Col Charleston,92,0,Hofstra,76,0,null,"Washington, DC"
2022,2022-03-06,P,Colgate,81,1,Lehigh,61,-1,null,null
2022,2022-03-06,P,Navy,85,1,Boston University,80,-1,1,null
2022,2022-03-06,P,UMBC,93,1,UMass Lowell,85,-1,1,null
2022,2022-03-06,P,Binghamton,72,-1,New Hampshire,69,1,null,null
2022,2022-03-06,P,Vermont,98,1,NJIT,59,-1,null,null
2022,2022-03-06,P,Hartford,61,1,UAlbany,49,-1,null,null
2022,2022-03-06,P,Towson,68,0,Northeastern,61,0,null,"Washington, DC"
2022,2022-03-06,P,Longwood,79,0,Winthrop,58,0,null,"Charlotte, NC"
2022,2022-03-06,P,Loyola Chicago,64,0,Drake,58,0,null,"St. Louis, MO"
2022,2022-03-06,P,Chattanooga,79,0,Wofford,56,0,null,"Asheville, NC"
2022,2022-03-06,P,Louisiana,66,0,Troy,57,0,null,"Pensacola, FL"
2022,2022-03-06,P,Furman,71,0,Samford,68,0,null,"Asheville, NC"
2022,2022-03-06,P,Georgia State,71,0,App State,66,0,null,"Pensacola, FL"
2022,2022-03-07,P,Wright State,82,0,Cleveland State,67,0,null,"Indianapolis, IN"
2022,2022-03-07,P,Northern Kentucky,57,0,Purdue Fort Wayne,43,0,null,"Indianapolis, IN"
2022,2022-03-07,P,Gonzaga,81,0,San Francisco,71,0,null,"Paradise, NV"
2022,2022-03-07,P,St Mary's CA,75,0,Santa Clara,72,0,null,"Paradise, NV"
2022,2022-03-07,P,Delaware,69,0,Towson,56,0,null,"Washington, DC"
2022,2022-03-07,P,South Dakota State,83,0,South Dakota,60,0,null,"Sioux Falls, SD"
2022,2022-03-07,P,Chattanooga,64,0,Furman,63,0,1,"Asheville, NC"
2022,2022-03-07,P,Georgia State,80,0,Louisiana,71,0,null,"Pensacola, FL"
2022,2022-03-07,P,UNC Wilmington,60,0,Col Charleston,57,0,null,"Washington, DC"
2022,2022-03-07,P,North Dakota State,92,0,Oral Roberts,72,0,null,"Sioux Falls, SD"
2022,2022-03-08,P,Fairfield,72,0,Canisius,50,0,null,"Atlantic City, NJ"
2022,2022-03-08,P,Rider,79,0,Manhattan,67,0,null,"Atlantic City, NJ"
2022,2022-03-08,P,Quinnipiac,77,0,Marist,52,0,null,"Atlantic City, NJ"
2022,2022-03-08,P,Bryant,70,1,Wagner,43,-1,null,null
2022,2022-03-08,P,Boston College,66,0,Pittsburgh,46,0,null,"Brooklyn, NY"
2022,2022-03-08,P,Clemson,70,0,NC State,64,0,null,"Brooklyn, NY"
2022,2022-03-08,P,Bellarmine,77,1,Jacksonville,72,-1,null,null
2022,2022-03-08,P,Louisville,84,0,Georgia Tech,74,0,null,"Brooklyn, NY"
2022,2022-03-08,P,Marshall,74,0,Florida International,62,0,null,"Frisco, TX"
2022,2022-03-08,P,Southern Miss,67,0,UTSA,64,0,null,"Frisco, TX"
2022,2022-03-08,P,Cal State Bakersfield,58,0,Cal State Northridge,45,0,null,"Henderson, NV"
2022,2022-03-08,P,California Baptist,81,0,UT Rio Grande Valley,80,0,null,"Las Vegas, NV"
2022,2022-03-08,P,UC Davis,63,0,Cal Poly,53,0,null,"Henderson, NV"
2022,2022-03-08,P,Utah Valley,69,0,Chicago State,47,0,null,"Paradise, NV"
2022,2022-03-08,P,Wright State,72,0,Northern Kentucky,71,0,null,"Indianapolis, IN"
2022,2022-03-08,P,Delaware,59,0,UNC Wilmington,55,0,null,"Washington, DC"
2022,2022-03-08,P,South Dakota State,75,0,North Dakota State,69,0,null,"Sioux Falls, SD"
2022,2022-03-08,P,Gonzaga,82,0,St Mary's CA,69,0,null,"Paradise, NV"
2022,2022-03-09,P,Norfolk State,74,0,Delaware State,66,0,null,"Norfolk, VA"
2022,2022-03-09,P,Coppin State,59,0,Howard,57,0,null,"Norfolk, VA"
2022,2022-03-09,P,Nevada,79,0,New Mexico,72,0,null,"Las Vegas, NV"
2022,2022-03-09,P,Fresno State,69,0,San Jose State,67,0,1,"Las Vegas, NV"
2022,2022-03-09,P,Utah State,83,0,Air Force,56,0,null,"Las Vegas, NV"
2022,2022-03-09,P,Sacramento State,57,0,Idaho,54,0,null,"Boise, ID"
2022,2022-03-09,P,Syracuse,96,0,Florida State,57,0,null,"Brooklyn, NY"
2022,2022-03-09,P,La Salle,63,0,St Joseph's PA,56,0,null,"Washington, DC"
2022,2022-03-09,P,Portland State,66,0,Idaho State,52,0,null,"Boise, ID"
2022,2022-03-09,P,Texas Southern,54,0,Jackson State,50,0,null,"Birmingham, AL"
2022,2022-03-09,P,Stanford,71,0,Arizona State,70,0,null,"Las Vegas, NV"
2022,2022-03-09,P,Rhode Island,79,0,Duquesne,77,0,null,"Washington, DC"
2022,2022-03-09,P,Eastern Washington,78,0,Northern Arizona,75,0,null,"Boise, ID"
2022,2022-03-09,P,Butler,89,0,Xavier,82,0,1,"New York, NY"
2022,2022-03-09,P,Oregon,86,0,Oregon State,72,0,null,"Las Vegas, NV"
2022,2022-03-09,P,Houston Christian,74,0,Incarnate Word,64,0,null,"Katy, TX"
2022,2022-03-09,P,Missouri,72,0,Ole Miss,60,0,null,"Tampa, FL"
2022,2022-03-09,P,Rice,73,0,Charlotte,61,0,null,"Frisco, TX"
2022,2022-03-09,P,West Virginia,73,0,Kansas State,67,0,null,"Kansas City, MO"
2022,2022-03-09,P,St. John's,92,1,DePaul,73,-1,null,"New York, NY"
2022,2022-03-09,P,Vermont,74,1,Binghamton,42,-1,null,null
2022,2022-03-09,P,Colgate,74,1,Navy,58,-1,null,null
2022,2022-03-09,P,McNeese,80,0,Northwestern State,67,0,null,"Katy, TX"
2022,2022-03-09,P,Vanderbilt,86,0,Georgia,51,0,null,"Tampa, FL"
2022,2022-03-09,P,Washington State,66,0,California,59,0,null,"Las Vegas, NV"
2022,2022-03-09,P,UTEP,74,0,Old Dominion,64,0,null,"Frisco, TX"
2022,2022-03-09,P,Alcorn State,64,0,Prairie View A&M,63,0,1,"Birmingham, AL"
2022,2022-03-09,P,Seton Hall,57,0,Georgetown,53,0,null,"New York, NY"
2022,2022-03-09,P,Washington,82,0,Utah,70,0,null,"Las Vegas, NV"
2022,2022-03-09,P,Northwestern,71,0,Nebraska,69,0,null,"Indianapolis, IN"
2022,2022-03-09,P,UMBC,80,1,Hartford,60,-1,null,null
2022,2022-03-09,P,Penn State,60,0,Minnesota,51,0,null,"Indianapolis, IN"
2022,2022-03-09,P,Boston College,82,0,Wake Forest,77,0,1,"Brooklyn, NY"
2022,2022-03-09,P,Louisiana Tech,77,0,Marshall,67,0,null,"Frisco, TX"
2022,2022-03-09,P,Virginia Tech,76,0,Clemson,75,0,1,"Brooklyn, NY"
2022,2022-03-09,P,Rider,71,0,Iona,70,0,null,"Atlantic City, NJ"
2022,2022-03-09,P,Sam Houston,65,0,California Baptist,35,0,null,"Paradise, NV"
2022,2022-03-09,P,Florida Atlantic,86,0,Southern Miss,59,0,null,"Frisco, TX"
2022,2022-03-09,P,Virginia,51,0,Louisville,50,0,null,"Brooklyn, NY"
2022,2022-03-09,P,Saint Peter's,77,0,Fairfield,63,0,null,"Atlantic City, NJ"
2022,2022-03-09,P,Abilene Christian,82,0,Utah Valley,74,0,null,"Paradise, NV"
2022,2022-03-10,P,Morgan State,80,0,South Carolina State,77,0,null,"Norfolk, VA"
2022,2022-03-10,P,North Carolina Central,68,0,Maryland Eastern Shore,56,0,null,"Norfolk, VA"
2022,2022-03-10,P,Toledo,72,0,Central Michigan,71,0,null,"Cleveland, OH"
2022,2022-03-10,P,Akron,70,0,Buffalo,68,0,null,"Cleveland, OH"
2022,2022-03-10,P,Kent State,85,0,Miami (OH),75,0,null,"Cleveland, OH"
2022,2022-03-10,P,Ohio,77,0,Ball State,67,0,null,"Cleveland, OH"
2022,2022-03-10,P,Montana State,61,0,Niagara,58,0,null,"Atlantic City, NJ"
2022,2022-03-10,P,Wyoming,59,0,UNLV,56,0,null,"Las Vegas, NV"
2022,2022-03-10,P,Fordham,54,0,George Mason,49,0,null,"Washington, DC"
2022,2022-03-10,P,Texas A&M,83,0,Florida,80,0,1,"Tampa, FL"
2022,2022-03-10,P,TCU,65,0,Texas,60,0,null,"Kansas City, MO"
2022,2022-03-10,P,Cincinnati,74,0,East Carolina,63,0,null,"Fort Worth, TX"
2022,2022-03-10,P,Creighton,74,0,Marquette,63,0,null,"New York, NY"
2022,2022-03-10,P,Grambling,60,0,Southern,58,0,null,"Birmingham, AL"
2022,2022-03-10,P,Tulsa,73,0,Wichita State,67,0,null,"Fort Worth, TX"
2022,2022-03-10,P,Weber State,68,0,Montana,56,0,null,"Boise, ID"
2022,2022-03-10,P,UC Santa Barbara,78,0,UC Irvine,69,0,null,"Henderson, NV"
2022,2022-03-10,P,Massachusetts,99,0,George Washington,88,0,null,"Washington, DC"
2022,2022-03-10,P,Mississippi State,73,0,South Carolina,51,0,null,"Tampa, FL"
2022,2022-03-10,P,Oklahoma,72,0,Baylor,67,0,null,"Kansas City, MO"
2022,2022-03-10,P,UCF,60,0,South Florida,58,0,null,"Fort Worth, TX"
2022,2022-03-10,P,Alabama A&M,61,0,Florida A&M,56,0,null,"Birmingham, AL"
2022,2022-03-10,P,Texas Tech,72,0,Iowa State,41,0,null,"Kansas City, MO"
2022,2022-03-10,P,Hawaii,68,0,UC Riverside,67,0,null,"Henderson, NV"
2022,2022-03-10,P,Indiana,74,0,Michigan,69,0,null,"Indianapolis, IN"
2022,2022-03-10,P,Michigan State,76,0,Maryland,72,0,null,"Indianapolis, IN"
2022,2022-03-10,P,Long Beach State,72,0,Cal State Bakersfield,61,0,null,"Henderson, NV"
2022,2022-03-10,P,Quinnipiac,77,0,Siena,71,0,null,"Atlantic City, NJ"
2022,2022-03-10,P,Cal State Fullerton,73,0,UC Davis,55,0,null,"Henderson, NV"
2022,2022-03-10,P,Duke,88,0,Syracuse,79,0,null,"Brooklyn, NY"
2022,2022-03-10,P,Providence,65,0,Butler,61,0,null,"New York, NY"
2022,2022-03-10,P,Montana St,83,0,Sacramento State,61,0,null,"Boise, ID"
2022,2022-03-10,P,LSU,76,0,Missouri,68,0,null,"Tampa, FL"
2022,2022-03-10,P,Iowa,112,0,Northwestern,76,0,null,"Indianapolis, IN"
2022,2022-03-10,P,Miami,71,0,Boston College,69,0,1,"Brooklyn, NY"
2022,2022-03-10,P,Saint Louis,71,0,La Salle,51,0,null,"Washington, DC"
2022,2022-03-10,P,Kansas,87,1,West Virginia,63,-1,null,"Kansas City, MO"
2022,2022-03-10,P,Arizona,84,0,Stanford,80,0,null,"Las Vegas, NV"
2022,2022-03-10,P,Boise State,71,0,Nevada,69,0,null,"Las Vegas, NV"
2022,2022-03-10,P,Colorado,80,0,Oregon,69,0,null,"Las Vegas, NV"
2022,2022-03-10,P,TAM C. Christi,75,0,Houston Christian,60,0,null,"Katy, TX"
2022,2022-03-10,P,North Texas,68,0,Rice,50,0,null,"Frisco, TX"
2022,2022-03-10,P,Virginia Tech,87,0,Notre Dame,80,0,null,"Brooklyn, NY"
2022,2022-03-10,P,Villanova,66,0,St. John's,65,0,null,"New York, NY"
2022,2022-03-10,P,Louisiana Tech,59,0,Western Kentucky,57,0,null,"Frisco, TX"
2022,2022-03-10,P,Portland State,77,0,Southern Utah,65,0,null,"Boise, ID"
2022,2022-03-10,P,Vanderbilt,82,0,Alabama,76,0,null,"Tampa, FL"
2022,2022-03-10,P,New Orleans,82,0,McNeese,78,0,null,"Katy, TX"
2022,2022-03-10,P,Richmond,64,0,Rhode Island,59,0,null,"Washington, DC"
2022,2022-03-10,P,Grand Canyon,71,0,Sam Houston,66,0,null,"Paradise, NV"
2022,2022-03-10,P,UCLA,75,0,Washington State,65,0,null,"Las Vegas, NV"
2022,2022-03-10,P,Middle Tennessee,66,0,UTEP,59,0,1,"Frisco, TX"
2022,2022-03-10,P,Penn State,71,0,Ohio State,68,0,null,"Indianapolis, IN"
2022,2022-03-10,P,Colorado State,53,0,Utah State,51,0,null,"Las Vegas, NV"
2022,2022-03-10,P,North Carolina,63,0,Virginia,43,0,null,"Brooklyn, NY"
2022,2022-03-10,P,UConn,62,0,Seton Hall,52,0,null,"New York, NY"
2022,2022-03-10,P,UAB,80,0,Florida Atlantic,66,0,null,"Frisco, TX"
2022,2022-03-10,P,Northern Colorado,68,0,Eastern Washington,67,0,null,"Boise, ID"
2022,2022-03-10,P,Abilene Christian,76,0,Stephen F. Austin,62,0,null,"Paradise, NV"
2022,2022-03-10,P,USC,65,0,Washington,61,0,null,"Las Vegas, NV"
2022,2022-03-10,P,San Diego State,53,0,Fresno State,46,0,null,"Las Vegas, NV"
2022,2022-03-11,P,Tulane,69,0,Temple,60,0,null,"Fort Worth, TX"
2022,2022-03-11,P,Indiana,65,0,Illinois,63,0,null,"Indianapolis, IN"
2022,2022-03-11,P,Davidson,74,0,Fordham,56,0,null,"Washington, DC"
2022,2022-03-11,P,Texas A&M,67,0,Auburn,62,0,null,"Tampa, FL"
2022,2022-03-11,P,Louisiana Tech,42,0,North Texas,36,0,null,"Frisco, TX"
2022,2022-03-11,P,Houston,69,0,Cincinnati,56,0,null,"Fort Worth, TX"
2022,2022-03-11,P,Arkansas,79,0,LSU,67,0,null,"Tampa, FL"
2022,2022-03-11,P,Iowa,84,0,Rutgers,74,0,null,"Indianapolis, IN"
2022,2022-03-11,P,Saint Louis,57,0,St. Bonaventure,56,0,null,"Washington, DC"
2022,2022-03-11,P,Texas Southern,73,0,Grambling,54,0,null,"Birmingham, AL"
2022,2022-03-11,P,UAB,102,0,Middle Tennessee,98,0,3,"Frisco, TX"
2022,2022-03-11,P,Akron,70,0,Toledo,62,0,null,"Cleveland, OH"
2022,2022-03-11,P,TAM C. Christi,71,0,Nicholls St,64,0,null,"Katy, TX"
2022,2022-03-11,P,Dayton,75,0,Massachusetts,72,0,null,"Washington, DC"
2022,2022-03-11,P,Tennessee,72,0,Mississippi State,59,0,null,"Tampa, FL"
2022,2022-03-11,P,Norfolk State,72,0,Morgan State,63,0,null,"Norfolk, VA"
2022,2022-03-11,P,Montana State,72,0,Rider,68,0,null,"Atlantic City, NJ"
2022,2022-03-11,P,Michigan State,69,0,Wisconsin,63,0,null,"Indianapolis, IN"
2022,2022-03-11,P,Creighton,85,0,Providence,58,0,null,"New York, NY"
2022,2022-03-11,P,SMU,83,0,Tulsa,58,0,null,"Fort Worth, TX"
2022,2022-03-11,P,Duke,80,0,Miami,76,0,null,"Brooklyn, NY"
2022,2022-03-11,P,Kansas,75,0,TCU,62,0,null,"Kansas City, MO"
2022,2022-03-11,P,Montana St,69,0,Weber State,66,0,null,"Boise, ID"
2022,2022-03-11,P,Kent State,67,0,Ohio,61,0,null,"Cleveland, OH"
2022,2022-03-11,P,Kentucky,77,0,Vanderbilt,71,0,null,"Tampa, FL"
2022,2022-03-11,P,Coppin State,79,0,North Carolina Central,73,0,null,"Norfolk, VA"
2022,2022-03-11,P,SE Louisiana,74,0,New Orleans,65,0,null,"Katy, TX"
2022,2022-03-11,P,Richmond,75,0,VCU,64,0,null,"Washington, DC"
2022,2022-03-11,P,Saint Peter's,64,0,Quinnipiac,52,0,null,"Atlantic City, NJ"
2022,2022-03-11,P,New Mexico State,75,0,Grand Canyon,70,0,null,"Paradise, NV"
2022,2022-03-11,P,Memphis,85,0,UCF,69,0,null,"Fort Worth, TX"
2022,2022-03-11,P,Purdue,69,0,Penn State,61,0,null,"Indianapolis, IN"
2022,2022-03-11,P,Arizona,82,0,Colorado,72,0,null,"Las Vegas, NV"
2022,2022-03-11,P,Long Beach State,67,0,UC Santa Barbara,64,0,null,"Henderson, NV"
2022,2022-03-11,P,Villanova,63,0,UConn,60,0,null,"New York, NY"
2022,2022-03-11,P,Alcorn State,69,0,Alabama A&M,64,0,null,"Birmingham, AL"
2022,2022-03-11,P,Boise State,68,0,Wyoming,61,0,null,"Las Vegas, NV"
2022,2022-03-11,P,Virginia Tech,72,0,North Carolina,59,0,null,"Brooklyn, NY"
2022,2022-03-11,P,Texas Tech,56,0,Oklahoma,55,0,null,"Kansas City, MO"
2022,2022-03-11,P,Northern Colorado,86,0,Portland State,79,0,null,"Boise, ID"
2022,2022-03-11,P,Abilene Christian,78,0,Seattle U,76,0,null,"Paradise, NV"
2022,2022-03-11,P,Cal State Fullerton,58,0,Hawaii,46,0,null,"Henderson, NV"
2022,2022-03-11,P,UCLA,69,0,USC,59,0,null,"Las Vegas, NV"
2022,2022-03-11,P,San Diego State,63,0,Colorado State,58,0,null,"Las Vegas, NV"
2022,2022-03-12,P,Princeton,77,0,Cornell,73,0,null,"Boston, MA"
2022,2022-03-12,P,Yale,67,0,Pennsylvania,61,0,null,"Boston, MA"
2022,2022-03-12,P,Vermont,82,1,UMBC,43,-1,null,null
2022,2022-03-12,P,Davidson,84,0,Saint Louis,69,0,null,"Washington, DC"
2022,2022-03-12,P,Texas A&M,82,0,Arkansas,64,0,null,"Tampa, FL"
2022,2022-03-12,P,Iowa,80,0,Indiana,77,0,null,"Indianapolis, IN"
